Index,Open,High,Low,Close,Volume
2070/5/17,413,415,397,399,98095
2070/5/18,398,398,390.75,395.5,94060
2070/5/19,395.75,397,385,387,96160
2070/5/20,387,395,385.5,388.5,67855
2070/5/21,388.5,394,387.5,388.75,54135
2070/5/22,387.75,395.5,385,394.75,60515
2070/5/23,395.5,395.5,380,380.5,82685
2070/5/24,381,384,379.25,382.25,57165
2070/5/25,384,384.75,376.5,377.25,56155
2070/5/26,376.5,378,372,375,60650
2070/5/27,374.75,376,363,363.5,90550
2070/5/28,362.75,368,357,367,95905
2070/5/29,367.5,374.5,358,358.5,90760
2070/5/30,359,364,358,360.5,49065
2070/5/31,361,365,356.5,360.75,50605
2070/6/1,361.5,365,360.5,362,42790
2070/6/2,362.5,362.5,352.5,353.75,65395
2070/6/3,354,358,351,356,50655
2070/6/4,357.5,362,357.25,359.5,62030
2070/6/5,360.25,369,356.5,367.5,77895
2070/6/6,369.5,372,362,363,71700
2070/6/7,364,367,361,364.5,49705
2070/6/8,363.25,367,352,353,71310
2070/6/9,354,358,348,352.5,56480
2070/6/10,351,353,342.5,342.75,61065
2070/6/11,342.5,346,342,343.75,42120
2070/6/12,352,355.5,345,345.25,20825
2070/6/13,345.5,346,342.5,343,23695
2070/6/14,343,347,339.5,342,29780
2070/6/15,339.5,341,336,337,31740
2070/6/16,337,343,336.5,339,40205
2070/6/17,339.25,343.5,337.5,340,46045
2070/6/18,340,344.5,340,343,60595
2070/6/19,342.5,343.25,335,336,84550
2070/6/20,335,336.5,329,332.25,78865
2070/6/21,332,336,330.5,331.5,48845
2070/6/22,331.75,334.5,331,332.5,36535
2070/6/23,332.5,334,327,327.5,67590
2070/6/24,325,327,321.5,321.75,47895
2070/6/25,321,328.5,321,324.75,63240
2070/6/26,324.5,339,324.5,334.25,95495
2070/6/27,334,334.25,329,329.5,45740
2070/6/28,329,333.5,323,329.5,61005
2070/6/29,332,343,332,336,74345
2070/6/30,332,342,332,338.25,67050
2070/7/1,338,338,331,331.5,48535
2070/7/2,330.5,335,330,331.75,42880
2070/7/3,331.75,337,331.75,336,39085
2070/7/4,331,341.5,329,340.25,74555
2070/7/5,340.5,353,340.5,349.75,86125
2070/7/6,350,359,349.75,356.75,92595
2070/7/7,357,359,353,358.5,57965
2070/7/8,358,361,353.5,358.5,47050
2070/7/9,355.5,364,355.25,357.5,40775
2070/7/10,357.5,360.5,355,358,29255
2070/7/11,358,360,352,356.25,34510
2070/7/12,356,364,353,362,46355
2070/7/13,362,363.5,358,361.5,24335
2070/7/14,362,367,353.5,354.75,41165
2070/7/15,353.75,354,348,353.25,29520
2070/7/16,353.25,363,353.25,362.25,33415
2070/7/17,362.25,367,358,363.25,39950
2070/7/18,363.25,368,362,367.25,38465
2070/7/19,366.75,367.25,362,363.75,34320
2070/7/20,364,373,360.5,361,55745
2070/7/21,360,363.25,355.5,361.25,38290
2070/7/22,361.25,361.25,355,355.25,20425
2070/7/23,354.75,358,351.5,354,27920
2070/7/24,353.5,359.5,353,357.5,16045
2070/7/25,373.5,377,373.5,375.75,7118
2070/7/26,376,381,376,377.5,11380
2070/7/27,377.5,385,377.5,384.5,10979
2070/7/28,385,387.5,382.5,383.5,13887
2070/7/29,382.5,382.5,375.5,380.25,10783
2070/7/30,379.5,382,378.25,379,10824
2070/7/31,378,388.5,376.5,388,19268
2070/8/1,388,395,385.5,393,31295
2070/8/2,392.75,398,390.5,394,18141
2070/8/3,393,394.5,389,394,16031
2070/8/4,394.5,395,388.5,390,15233
2070/8/5,389,391.5,385,386.25,20894
2070/8/6,386,391,383,387,14969
2070/8/7,386,386.5,377,379.75,24571
2070/8/8,379,384,377.75,382.75,10760
2070/8/9,383,384.75,379.5,380.25,10687
2070/8/10,379.25,381,376,378.5,11822
2070/8/11,378,380.5,371,374.75,17233
2070/8/12,373.75,374,366.5,369.5,23495
2070/8/13,370,374.5,369.75,372.5,13808
2070/8/14,371.75,374.5,368.5,373.75,10206
2070/8/15,374.5,377.5,368,369,13665
2070/8/16,368,369.5,365,367.5,12654
2070/8/17,368,368.5,362,364.25,10583
2070/8/18,364,367.5,363.5,367,7859
2070/8/19,367,369.5,362.5,365.25,11083
2070/8/20,365.75,366.5,363,365.75,7300
2070/8/21,365.75,365.75,357,357.25,20448
2070/8/22,356,360,354.5,359,12275
2070/8/23,359,361,354,354.25,14634
2070/8/24,354.5,355.75,350.5,350.75,12362
2070/8/25,351,357,348.5,354.75,15337
2070/8/26,355,360,354,357.75,12752
2070/8/27,358,359.5,353,355.25,8828
2070/8/28,355,367.5,354,365.75,25235
2070/8/29,366,368,361.5,362.75,13425
2070/8/30,362.75,372,362,368.75,16425
2070/8/31,368.75,374,364,365.25,16898
2070/9/1,370.5,371,365,366.5,10147
2070/9/2,365,373,363,369.75,10580
2070/9/3,369.75,372.5,365,365.25,9844
2070/9/4,365,366,362.5,363.25,8491
2070/9/5,362.5,371,362,370.5,14865
2070/9/6,371,377,369.5,376,16984
2070/9/7,376,379.5,371.5,374,15474
2070/9/8,373,373.5,366.5,366.75,10062
2070/9/9,366.5,371.5,366,369,9194
2070/9/10,370,372.75,360,361.5,15413
2070/9/11,359,361.5,355.5,361,14125
2070/9/12,361.25,365,358.5,358.75,7023
2070/9/13,358,361.5,355,359.75,11558
2070/9/14,359.5,362.5,358.25,360.5,6649
2070/9/15,360.5,364.5,358.5,363.25,8855
2070/9/16,363,364.5,359,359.25,8401
2070/9/17,359,360,355,355.75,10325
2070/9/18,355.5,358.5,352,358,13043
2070/9/19,359,359.5,355.25,358,10066
2070/9/20,357,357,347,350,22093
2070/9/21,349.75,350.5,344.5,344.75,14290
2070/9/22,345,346.5,341,341.5,15784
2070/9/23,341.25,342.5,339.5,340,11953
2070/9/24,340,346.75,339,345.5,10583
2070/9/25,344.5,348,343.5,345.75,10201
2070/9/26,360.5,360.5,354,354.5,11313
2070/9/27,353.5,356,352.5,353.25,7583
2070/9/28,352.5,357,352.5,356.75,7966
2070/9/29,357.25,359,353.75,355.25,11690
2070/9/30,355.75,355.75,349.5,350.5,21162
2070/10/1,350.25,358,350,356,24451
2070/10/2,357.5,364,357.5,360.25,21512
2070/10/3,360.25,362,356.25,356.75,14239
2070/10/4,356.25,361,354.5,355.5,13289
2070/10/5,356,357.5,355,356.5,10641
2070/10/6,356.5,361,354.5,360.5,14195
2070/10/7,361,363.5,359.5,362.5,11284
2070/10/8,362.5,365,359.5,359.75,14794
2070/10/9,359.5,361.25,358,358.5,6223
2070/10/10,358.75,362.75,350.5,350.75,19871
2070/10/11,350.25,351.5,344,344.25,18444
2070/10/12,344,345,340.75,342.5,11590
2070/10/13,343.25,345.75,342.75,343,7636
2070/10/14,343,346.75,342.25,345.5,7862
2070/10/15,346,346.75,334,334.25,21143
2070/10/16,335,336,331,333.75,15369
2070/10/17,334,338,332,333,7843
2070/10/18,334,336.5,332.5,335.75,3687
2070/10/19,335,340.25,334.5,337.25,4414
2070/10/20,339,340.5,333.5,333.75,6402
2070/10/21,333.75,333.75,327.5,327.75,10554
2070/10/22,327.75,329.5,325.5,325.75,5290
2070/10/23,330.75,334,327,331,8013
2070/10/24,331,331.5,324,324.5,11231
2070/10/25,324.75,329.5,322.5,329,10204
2070/10/26,329.5,329.5,320,320.5,13247
2070/10/27,320.5,322.5,319.5,321,11579
2070/10/28,321,324,319.25,321.75,10138
2070/10/29,321.75,341.75,321.75,334,32245
2070/10/30,334,337.5,328,329.5,15026
2070/10/31,329.25,334.5,325,333.75,14167
2070/11/1,333.75,337.5,332,334.25,8906
2070/11/2,335.5,336,329.5,332,7964
2070/11/3,331,333,329.25,330,7060
2070/11/4,330,332,328,331,6815
2070/11/5,331.25,337.5,331,334.25,11965
2070/11/6,334.5,343,333.5,341.75,13863
2070/11/7,341.5,348,339.5,341.25,22473
2070/11/8,340.25,344,339.5,341.25,9576
2070/11/9,340.75,342.5,338.25,338.75,8532
2070/11/10,338.75,340,336,337.25,8883
2070/11/11,337.75,344,335,343.5,11889
2070/11/12,344,347,341,344.25,12377
2070/11/13,344,345.5,341,341.75,7797
2070/11/14,341.5,343.25,338.5,338.75,10589
2070/11/15,337.75,338.5,333,334,11311
2070/11/16,334,338.5,334,337.25,10682
2070/11/17,337.5,339.25,336,338,6248
2070/11/18,338.5,338.5,330,332.5,17934
2070/11/19,332.5,334.5,330,333.5,9887
2070/11/20,333,333,329,329.5,6411
2070/11/21,328,328.5,321,322.25,15164
2070/11/22,322,324,321,322,7785
2070/11/23,332.5,335,327,333.25,6867
2070/11/24,333,335.25,331,333,6212
2070/11/25,334.25,337,333.5,335.75,7069
2070/11/26,335.75,336.75,328.5,329.75,17295
2070/11/27,329.5,331.25,328,329.5,10069
2070/11/28,329.5,335.5,329,332.25,16301
2070/11/29,332.5,341,329.75,338.25,20077
2070/11/30,339,345.5,338,340.75,16439
2070/12/1,340.5,342.75,338.5,339.75,10841
2070/12/2,338.75,340.5,336.5,336.75,8557
2070/12/3,337.25,338.5,333.5,333.75,11217
2070/12/4,333,338,333,334.5,8299
2070/12/5,338,341,337,337.5,7402
2070/12/6,338,342,337,341.25,10937
2070/12/7,341.25,350.5,341.25,348,22052
2070/12/8,348,349.5,344.5,347,13608
2070/12/9,347,347,341.5,342,8019
2070/12/10,342,342.5,337,338,9505
2070/12/11,337.75,343.5,336,340.25,6590
2070/12/12,340.25,344,334.5,335,9527
2070/12/13,334.5,335,330.5,331.25,10416
2070/12/14,331.25,331.5,327,327.75,12808
2070/12/15,328,333,325,332.25,13550
2070/12/16,332,332.5,328.5,331.25,5862
2070/12/17,331.75,331.75,328.25,328.5,4643
2070/12/18,328.75,330,318,320.25,15966
2070/12/19,320.5,323.5,319,322.25,6677
2070/12/20,320.5,326,320.5,325,5985
2070/12/21,324.5,326.75,318.5,320.25,8582
2070/12/22,320,321,313.5,314.5,8167
2070/12/23,314.25,317.5,312.5,316.5,5860
2070/12/24,316.5,317.5,311,311.25,4598
2070/12/25,311.75,311.75,303,305.75,8345
2070/12/26,305.25,307.5,302,302.5,7361
2070/12/27,302.5,304.25,301,302.25,5865
2070/12/28,302.25,302.5,298,298.5,10123
2070/12/29,302,303,297,300.5,8194
2070/12/30,300.5,304,300,300.75,5206
2070/12/31,301.75,306.25,301.5,305.25,6055
2071/1/1,304.75,308,302,303.75,5477
2071/1/2,314,314,309,309.75,8970
2071/1/3,310,314.5,308.5,311.5,17264
2071/1/4,312,312.5,305.5,305.75,19226
2071/1/5,306,307,302.75,304.25,14957
2071/1/6,304.5,310.5,304,305.5,15410
2071/1/7,304,306.5,301.5,306.25,12024
2071/1/8,307,311,305,309.75,15028
2071/1/9,310.5,312,304.5,304.75,18747
2071/1/10,306.25,306.5,301,301.25,16569
2071/1/11,301.25,303.5,299.5,301,17727
2071/1/12,302.25,306.5,300.5,303.5,14686
2071/1/13,303,309.5,302.5,309,20224
2071/1/14,309,317.5,309,316,29306
2071/1/15,316.25,321,312.5,316,27779
2071/1/16,316,316.25,311.5,312.25,10684
2071/1/17,309,309,303,304.75,16130
2071/1/18,304.75,306,302,304.5,11984
2071/1/19,305,308.75,304.75,306.75,9703
2071/1/20,306.5,307.5,303.5,304.75,9696
2071/1/21,304.5,305,302,302.5,7325
2071/1/22,302,306.5,302,302.5,8800
2071/1/23,301.5,303,298.5,298.75,14465
2071/1/24,298.25,304,297.5,302.75,11908
2071/1/25,303,305.5,298,298.5,13146
2071/1/26,298,299.5,296.5,298.5,6813
2071/1/27,296,296,291,292.25,15460
2071/1/28,292.25,293.25,282.75,287.5,30114
2071/1/29,288,293,284.25,284.5,14400
2071/1/30,283.25,287.5,283.25,284.25,11134
2071/1/31,284,284,281.25,284,13576
2071/2/1,284,288,284,287.25,9462
2071/2/2,287.5,290,281,281.25,14791
2071/2/3,281,283,279.5,282.25,11885
2071/2/4,282.25,282.75,279.5,280.25,9066
2071/2/5,280.25,280.25,275,275.5,12016
2071/2/6,275,279,274.5,278,13565
2071/2/7,278.25,280.5,277.25,278.25,9213
2071/2/8,276.25,279.5,276,277.75,11389
2071/2/9,277.75,281,275.75,279.25,8378
2071/2/10,279,279,273.5,274.5,12515
2071/2/11,274.75,280,274.75,277,12351
2071/2/12,289.75,299,289.25,295,9214
2071/2/13,294,296.75,293,294.75,4380
2071/2/14,294,306.5,293.25,298.75,10403
2071/2/15,301,302,294,297,5280
2071/2/16,296.5,305.5,296.5,302.5,8309
2071/2/17,304,306.5,299,306,9633
2071/2/18,305.25,306.5,301,301.25,8589
2071/2/19,301,301,292,293,12379
2071/2/20,290.75,290.75,279,281.5,18896
2071/2/21,281,289,280,287.5,15793
2071/2/22,288,289.5,282.25,284.25,8929
2071/2/23,284.25,284.25,278,278.5,10870
2071/2/24,277,282.5,275.25,281.75,10415
2071/2/25,281.75,287,281.75,285.25,6967
2071/2/26,284.75,292,282,282.5,10168
2071/2/27,282,283,279,279.75,5392
2071/2/28,279,279,273,274.25,7007
2071/3/1,274,276,274,274.25,4493
2071/3/2,273.5,273.5,270.5,271,5403
2071/3/3,271,272,269,269.5,5189
2071/3/4,269.5,274.5,269,269.75,7745
2071/3/5,270,275.5,270,273.75,4810
2071/3/6,275.25,277.5,273.5,275.75,6810
2071/3/7,275.75,277.25,271,271.5,6347
2071/3/8,271.5,271.5,266,267.25,8218
2071/3/9,268,268.25,265.5,265.75,4819
2071/3/10,265.25,267.5,263,265.25,6245
2071/3/11,263.25,263.25,260.25,260.5,4518
2071/3/12,260.5,261,255.25,256,5017
2071/3/13,257.5,257.5,251.25,252.25,5375
2071/3/14,251,255.25,251,253.25,6436
2071/3/15,253,256,252,252.5,5299
2071/3/16,252.5,253,249,250.75,4573
2071/3/17,250.5,253,247,247.25,6590
2071/3/18,247,248.75,246,246.75,3734
2071/3/19,246.75,251.5,246,251.25,5257
2071/3/20,251.25,255,251,251.5,5458
2071/3/21,250.25,256.5,250.25,256,4861
2071/3/22,255.75,256.5,252.5,253.75,5457
2071/3/23,253.5,259.5,252.25,259.25,7490
2071/3/24,259.25,260.75,253,253.5,5955
2071/3/25,253.5,261,253.5,260,6644
2071/3/26,260,264,260,262.5,5017
2071/3/27,263,263.5,257,258.25,4573
2071/3/28,274.75,278,273.25,274.5,10467
2071/3/29,274.5,275.5,271.5,272.25,11198
2071/3/30,272.25,272.75,269,269.75,7331
2071/3/31,268.5,270,265.5,269.5,14707
2071/4/1,269.5,269.5,263,264.5,18020
2071/4/2,264,264.5,261.5,262.25,14459
2071/4/3,262.5,263.5,257.5,261,23641
2071/4/4,261,261.25,258,258.5,20943
2071/4/5,258,261.5,253.5,254,22276
2071/4/6,253,256.5,251,253.5,23037
2071/4/7,253.5,258.5,253.5,256.25,18358
2071/4/8,256,260,254.25,259.5,13197
2071/4/9,260,266.5,259.5,261.75,15824
2071/4/10,261.5,266,261.5,265.25,13100
2071/4/11,265.5,266,259,260.25,14080
2071/4/12,260.25,264,258,263,14380
2071/4/13,263,264,256.5,258.25,12502
2071/4/14,258,263.25,257.25,263,11314
2071/4/15,263,269,262.5,268,16808
2071/4/16,268.5,272,263,263.5,24181
2071/4/17,263.5,268,260.5,266,19517
2071/4/18,266,271,265,266,15596
2071/4/19,265.5,272,263.5,270.75,14978
2071/4/20,271,274.25,271,274.25,21546
2071/4/21,275,277,271.5,274.25,18775
2071/4/22,274,280,273.25,278.75,25183
2071/4/23,279,280.5,275.5,276.25,15649
2071/4/24,276,278.25,273.5,276.75,8857
2071/4/25,277,278.75,275.5,276.75,7814
2071/4/26,276.75,276.75,269,269.25,22385
2071/4/27,269.25,270.75,267,269,11404
2071/4/28,269,276.75,269,276,19334
2071/4/29,278,289.5,277.25,286.5,30127
2071/4/30,286.5,287,282.25,283.75,16213
2071/5/1,284,298,284,295.5,33127
2071/5/2,294.5,299.75,292.5,299,26521
2071/5/3,296.75,304,296,296.75,26416
2071/5/4,289.5,298,288,296,21977
2071/5/5,294.5,296.5,291.5,294,10089
2071/5/6,294,294,288.5,291.75,11087
2071/5/7,292,297,289,295.75,14401
2071/5/8,295.5,298,293.5,294,12685
2071/5/9,293.25,294,285.5,286.25,22180
2071/5/10,286,288.25,282,287,17582
2071/5/11,287.25,294.5,286,294,16761
2071/5/12,295,297,292.5,295.25,14265
2071/5/13,295,301,293,299.75,18873
2071/5/14,301,301,295,295.25,16940
2071/5/15,296,298.75,293.5,295,12866
2071/5/16,295.5,299.25,289.5,290.5,22007
2071/5/17,290.25,296,289.5,294.25,14095
2071/5/18,293.75,294.25,285,287.25,22704
2071/5/19,288,292,284.25,287.5,16243
2071/5/20,285,287.5,283,284.25,13240
2071/5/21,282.25,288.5,282.25,287.5,10063
2071/5/22,287,292,286,290,15226
2071/5/23,290,294,290,293,10174
2071/5/24,293,295,291,293,15527
2071/5/25,293,295.5,290,292.25,11882
2071/5/26,290.75,292,287,287.5,10197
2071/5/27,287,289.5,285.5,286.5,9531
2071/5/28,286.5,288.75,286.25,288,5644
2071/5/29,305,310,305,309.75,9014
2071/5/30,310,310.5,306,307.75,6563
2071/5/31,307.25,307.75,300.5,301.5,16727
2071/6/1,301,301.5,292.5,293,21322
2071/6/2,293,294,290.5,293,23116
2071/6/3,292.75,295.5,292.5,295,16128
2071/6/4,294.25,300,292.25,294.25,18524
2071/6/5,293.75,294,289,289.5,16776
2071/6/6,289,291.75,288,289.75,13740
2071/6/7,289.75,291.5,284.5,285,19576
2071/6/8,284.75,288.75,284,286.25,11827
2071/6/9,286.75,288.5,282.5,284.25,17654
2071/6/10,284.25,284.25,280.25,283.75,12974
2071/6/11,284.75,286,275,275.25,30949
2071/6/12,275,277.5,272.5,275.75,18045
2071/6/13,276,277,271.5,272.75,11278
2071/6/14,273,278,271.25,276,16546
2071/6/15,276.25,280.5,274,274.25,11780
2071/6/16,274.25,279,273.75,278,13578
2071/6/17,278.25,281.5,275.5,276.25,17183
2071/6/18,276,278.5,273,277,11457
2071/6/19,278,280,273.5,278.5,9441
2071/6/20,279,281,276,276.75,8431
2071/6/21,277.5,280,276,277.75,6405
2071/6/22,277.5,283,277.5,282.75,9153
2071/6/23,283,285.25,280.75,282.5,7369
2071/6/24,283,284.5,281.5,281.75,4828
2071/6/25,281.5,281.75,275,276,12919
2071/6/26,276,277.5,274,276.25,4326
2071/6/27,276.5,289,275.5,279,8014
2071/6/28,279.5,281,277,280.25,9688
2071/6/29,281,288,280,287.5,25633
2071/6/30,287.5,289.5,286,287.5,15876
2071/7/1,287,294,286.5,291.25,22722
2071/7/2,291.75,292,285.5,285.75,13710
2071/7/3,286,286,280,281.5,21887
2071/7/4,281.5,282,271,274.25,27175
2071/7/5,274,277.5,274,276.5,8839
2071/7/6,276.5,278.5,276,277,6992
2071/7/7,276.5,276.5,266.5,268.5,28686
2071/7/8,268.5,271.5,267.5,270.5,9988
2071/7/9,270.5,271.5,263,268,23513
2071/7/10,267.5,272.5,267,271.25,9749
2071/7/11,270.75,270.75,267,269.5,7963
2071/7/12,270,275,270,271,13409
2071/7/13,271.25,273,267.5,272.5,14231
2071/7/14,273,276.5,271,273.25,15590
2071/7/15,273.5,276,271.5,275.5,14559
2071/7/16,274,274.5,268,269.75,16877
2071/7/17,270.25,272.5,269,270.25,10778
2071/7/18,270.25,274.5,265,265.75,20287
2071/7/19,265.5,268,265.25,267.75,7892
2071/7/20,268.5,270,268,269.5,8693
2071/7/21,270,270,266,266.5,9024
2071/7/22,266,266.25,263.25,264.5,12081
2071/7/23,264,267.5,261,267.25,16012
2071/7/24,268.25,271.25,262.25,262.75,16117
2071/7/25,262.75,263,257,257.5,13206
2071/7/26,258,259.5,251.5,252.25,14477
2071/7/27,252,255,247,254.75,20341
2071/7/28,265.25,269,263,268.25,9105
2071/7/29,268,269.5,264.25,264.75,8758
2071/7/30,265,265.75,259.25,262.25,7877
2071/7/31,262.5,265,261.5,261.75,10263
2071/8/1,261.75,261.75,254,254.25,13503
2071/8/2,255.5,258,250,250.25,15623
2071/8/3,250.75,252,248,248.5,17229
2071/8/4,249.75,256.5,249,254.75,19454
2071/8/5,255.5,264,255.5,263.75,11218
2071/8/6,263.75,265.5,259.5,260.5,8272
2071/8/7,260.5,267,259,262.5,13230
2071/8/8,262.25,268,259,267.75,10779
2071/8/9,268.25,273.5,268,270,15426
2071/8/10,270,272.5,265.5,265.75,12601
2071/8/11,267.25,276,266.5,275.25,12065
2071/8/12,274.5,277.5,272.5,277.25,8983
2071/8/13,277.25,278,272,272.5,7280
2071/8/14,272,273,268,272.25,8319
2071/8/15,272.75,277,270.5,276.5,5305
2071/8/16,276.25,282,276.25,277.75,9786
2071/8/17,277,278.5,272,273.75,7487
2071/8/18,272.75,276,272.25,275.75,6041
2071/8/19,275.5,281,273.5,276.25,6610
2071/8/20,276.25,276.25,272.5,272.75,3928
2071/8/21,274,278,269,269.75,6506
2071/8/22,269,283,267.5,282.25,11338
2071/8/23,280,289.5,279.5,289,16786
2071/8/24,288.5,294.5,285.5,294.25,9461
2071/8/25,293.5,297,290,294,9906
2071/8/26,293.75,295,279.5,280.25,9799
2071/8/27,280.25,281.25,275.75,276.75,7685
2071/8/28,275,281.5,274.5,279.25,6011
2071/8/29,279.25,281,273,279.5,5045
2071/8/30,279,280.5,272.5,274.75,5025
2071/8/31,274.75,276,268,268.75,8332
2071/9/1,269,269,265,265.75,7296
2071/9/2,265.75,268,258,258.75,7376
2071/9/3,258.5,261,253,256,6265
2071/9/4,258,263,256.75,258.75,6583
2071/9/5,258.5,263.5,257.75,262.5,5164
2071/9/6,263.5,264,255,256.5,5968
2071/9/7,256,256,250,252.25,4862
2071/9/8,263.75,270.5,263.25,269,14465
2071/9/9,269,270.25,265.5,267.75,9947
2071/9/10,267.25,271.5,266.25,267.5,14010
2071/9/11,267,269.5,262,265.75,12984
2071/9/12,265,265.5,262,263,11187
2071/9/13,263.5,267,259.5,260,19642
2071/9/14,259.75,264,258.5,263.5,18178
2071/9/15,264,266.25,261.75,263.5,24746
2071/9/16,263,269,262.25,268,22542
2071/9/17,267.75,269.5,262,264,20636
2071/9/18,263,266.5,260,263,18527
2071/9/19,263.25,264.5,260.5,262,13643
2071/9/20,262,263,260.5,262.25,13824
2071/9/21,262.75,265,258.5,264.5,19558
2071/9/22,264.5,270,261,264,9920
2071/9/23,264,267.5,263,267,13466
2071/9/24,267,273,267,270.5,19672
2071/9/25,270.5,274.75,270,270.5,20382
2071/9/26,270,272,258,260.5,27302
2071/9/27,261,264.75,260.5,262.75,12922
2071/9/28,262.25,264.5,256.5,264,24433
2071/9/29,264,264.5,259.25,259.75,9910
2071/9/30,260,261,256,256.25,11384
2071/10/1,256,256,252,252.25,20913
2071/10/2,251.25,252.75,246.75,247.25,16994
2071/10/3,247.5,249.75,247.25,248.75,10305
2071/10/4,248,251,247,247.5,12012
2071/10/5,247,250.5,247,250,6334
2071/10/6,250,254,250,252.25,15351
2071/10/7,252.25,252.25,247,251.75,15924
2071/10/8,251.75,253.5,246.5,253.25,24170
2071/10/9,254,261.5,254,261,26042
2071/10/10,254,261.5,254,256.75,15176
2071/10/11,257.25,263.5,257.25,257.75,18597
2071/10/12,256.75,258,254.5,255.25,11482
2071/10/13,255,258.75,251.75,255,19161
2071/10/14,255,260,254.5,259.75,17845
2071/10/15,259.5,263,256.25,257,17447
2071/10/16,256.75,263,254,262.75,16126
2071/10/17,262.5,264,257.5,259,19833
2071/10/18,258.5,260,256.5,257.25,11142
2071/10/19,269,272,266,266.75,6874
2071/10/20,265,270,264.75,266.25,4972
2071/10/21,266.75,269.5,265.5,266.75,6219
2071/10/22,266.5,270,262,262.5,6799
2071/10/23,262,264,261.25,263.75,7507
2071/10/24,263.5,264.5,260.25,262,8907
2071/10/25,261.75,266.5,261.75,264,12178
2071/10/26,264,268,263,265.75,16760
2071/10/27,266,269.5,263.25,263.75,28948
2071/10/28,264,265,260.5,264.25,21744
2071/10/29,265,265.75,258,258.75,18423
2071/10/30,259.5,261,251.5,251.75,23466
2071/10/31,250,250,246.5,247.25,22200
2071/11/1,247.25,250.5,245.75,249.25,14625
2071/11/2,248.75,250,245.75,246,13277
2071/11/3,246,246.5,242.75,243.75,12014
2071/11/4,244,245.5,240.75,244,12616
2071/11/5,243.75,246,242.5,243,10376
2071/11/6,243,246,240.75,244.25,10694
2071/11/7,243.75,249,242.5,245.25,12249
2071/11/8,245.25,246,241,242.75,10008
2071/11/9,243.25,247.5,243.25,245.25,7183
2071/11/10,247.25,250.5,246,247.25,11845
2071/11/11,247,254.75,247,253.75,17174
2071/11/12,253.5,260.5,250.5,252.75,17577
2071/11/13,253,263.25,253,262.5,15147
2071/11/14,261,261,255,258.5,9348
2071/11/15,258,259.5,250.25,252,10445
2071/11/16,251.75,259,251.75,256.5,8554
2071/11/17,254.5,261,254.5,257.5,7750
2071/11/18,257.5,264,256.5,263.75,6293
2071/11/19,264,283.75,264,282.75,17643
2071/11/20,282,286.75,271,272,14017
2071/11/21,271.25,276.75,269,276.5,4978
2071/11/22,276.5,279,271.5,278.5,9300
2071/11/23,278,281.5,275,279.25,7056
2071/11/24,277.5,280,275.5,279.5,5933
2071/11/25,280,283,279,279.25,7080
2071/11/26,279.25,279.25,272,272.75,7908
2071/11/27,272.75,272.75,260,263.5,11075
2071/11/28,263,268.75,263,268.25,5202
2071/11/29,267.75,271,267.5,268.75,3423
2071/11/30,269.75,274.75,268.5,269,4469
2071/12/1,284.75,289.5,282,287.5,14101
2071/12/2,287.5,291,286.5,289.25,15000
2071/12/3,289,290.25,286,286.5,11253
2071/12/4,287,288.5,282,288,15615
2071/12/5,289,289.75,283.5,284.5,16877
2071/12/6,284.5,287,280,286.5,19034
2071/12/7,285.5,287,282.5,283.5,11434
2071/12/8,282,283.5,278.5,279.5,19851
2071/12/9,278.5,281,276,277,24942
2071/12/10,278.25,283,277,282.25,25737
2071/12/11,281.75,285,281.5,283.75,18574
2071/12/12,284.5,287.5,280.25,286.25,21297
2071/12/13,287.5,290,286,289,20134
2071/12/14,289.25,296,289.25,292.75,23275
2071/12/15,292,292,285.5,286,18899
2071/12/16,286,287.5,284.75,285.25,13841
2071/12/17,285.25,289,283,288.5,14946
2071/12/18,288.5,291.5,287,288,15765
2071/12/19,288,289,286,288,12745
2071/12/20,288,289,274,274.5,45152
2071/12/21,274,276.75,271.5,276.25,21662
2071/12/22,276,278.5,273,275.5,14690
2071/12/23,275.5,276.5,272,272.25,10585
2071/12/24,272,274.5,268.5,270.25,23676
2071/12/25,270.75,272.5,269.25,269.75,11501
2071/12/26,269.75,273.75,267,273.25,19155
2071/12/27,273.25,278.5,273,277.75,19263
2071/12/28,277,282.5,273.5,279.75,22054
2071/12/29,279.75,286.5,278.75,285.75,25219
2071/12/30,285.75,290,284,284.25,26134
2071/12/31,284.25,284.5,275,275.75,21308
2072/1/1,276,276.75,266,267,26946
2072/1/2,266,269.5,262,268.75,25784
2072/1/3,269,269.5,264,264.5,10061
2072/1/4,264.5,265.5,259,264.25,25442
2072/1/5,264.5,264.5,258.5,258.75,15254
2072/1/6,259.75,261,253.5,254.75,26262
2072/1/7,254,259.5,254,257.5,15610
2072/1/8,257.5,259,254.5,255.5,13344
2072/1/9,255.25,257.25,253.75,255.5,8873
2072/1/10,255,258.5,253.25,256.5,14580
2072/1/11,256.25,262,254.75,260.25,13916
2072/1/12,260.5,264,260,263,14353
2072/1/13,263.25,264.75,257.5,257.75,19845
2072/1/14,257.75,258.5,254.5,257,12685
2072/1/15,257,259.75,255,258,10945
2072/1/16,257.5,262.5,257.5,262,12907
2072/1/17,262.5,266,256.5,256.75,20539
2072/1/18,256.5,259.75,255,256.5,13040
2072/1/19,257,259.75,256.5,257.25,11690
2072/1/20,257.25,257.5,252,255.75,19092
2072/1/21,255.25,257,251,252,11167
2072/1/22,252.75,256,252.75,255.25,10760
