Index,Open,High,Low,Close,Volume
2070/6/20,95.23,95.53,95.19,95.4,1208
2070/6/21,95.54,95.66,95.28,95.58,1247
2070/6/22,95.54,95.82,95.38,95.64,1411
2070/6/23,95.59,95.72,95.16,95.35,2677
2070/6/24,95.1,95.33,94.88,95.21,3575
2070/6/25,95.45,95.72,95.32,95.6,2857
2070/6/26,95.52,95.79,95.52,95.59,314
2070/6/27,95.71,95.84,95.12,95.38,5159
2070/6/28,95.55,96.18,95.5,96.08,6052
2070/6/29,96.25,97.07,96.19,97.03,2371
2070/6/30,96.78,97.56,96.55,97.08,2237
2070/7/1,97.1,97.5,96.94,97.1,1284
2070/7/2,97.45,97.5,97.05,97.33,925
2070/7/3,97.18,97.52,96.8,97.19,1518
2070/7/4,97.04,97.36,97.04,97.31,529
2070/7/5,97.57,98.18,97.33,98.16,4461
2070/7/6,98,98.43,97.95,98.27,2355
2070/7/7,98.35,98.85,98.3,98.81,1122
2070/7/8,99.1,99.16,98.8,99.16,2078
2070/7/9,99.43,99.83,99.3,99.62,1182
2070/7/10,99.32,99.65,99.06,99.54,2959
2070/7/11,99.58,99.94,99.2,99.48,4576
2070/7/12,99.27,99.61,98.94,99.5,840
2070/7/13,99.75,100.48,99.64,100.38,3438
2070/7/14,100.3,100.77,100.28,100.5,2641
2070/7/15,100.35,101.24,100.31,101.11,2802
2070/7/16,101.16,101.68,100.99,101.34,1124
2070/7/17,101.45,101.45,100.8,100.9,817
2070/7/18,100.8,101.3,99.36,99.69,4165
2070/7/19,99.94,100.44,99.85,100.44,1709
2070/7/20,100.65,100.84,100.28,100.65,754
2070/7/21,100.22,100.3,99.21,99.55,2631
2070/7/22,99.85,100.2,99.5,100,1955
2070/7/23,100.1,100.25,98.71,99.31,1865
2070/7/24,98.79,99.45,98.69,99.33,2130
2070/7/25,99.74,100.05,99.56,99.81,1722
2070/7/26,100.09,100.6,100.09,100.44,1326
2070/7/27,100.43,100.48,99.7,99.84,1717
2070/7/28,99.7,99.75,98.46,98.9,6228
2070/7/29,99.25,99.29,99,99.2,863
2070/7/30,99.25,99.33,97.95,98.35,2038
2070/7/31,98.5,99.05,98.32,98.5,2038
2070/8/1,99,99.21,97.85,98.35,2038
2070/8/2,98.43,99.16,98.22,99,1254
2070/8/3,99.6,100.1,99.45,100.08,1618
2070/8/4,100.2,100.2,99.32,99.62,1423
2070/8/5,99.48,99.82,99.3,99.49,2219
2070/8/6,99.4,99.6,98.5,98.8,20
2070/8/7,98.69,99.2,98.66,99.03,2739
2070/8/8,98.72,99.12,98.68,99.09,1050
2070/8/9,98.95,98.95,98.2,98.47,1406
2070/8/10,98.1,98.3,97.55,97.73,5829
2070/8/11,98,98.22,97.32,97.41,1616
2070/8/12,97.61,97.65,96.77,97.02,1142
2070/8/13,97.37,97.69,97.28,97.44,2293
2070/8/14,97.35,97.6,97.19,97.43,1536
2070/8/15,97.44,97.99,97.09,97.79,1736
2070/8/16,97.84,97.87,97.25,97.65,1457
2070/8/17,97.73,98.53,97.73,98.26,1903
2070/8/18,98.09,98.54,98.01,98.19,1474
2070/8/19,97.76,97.77,97.08,97.25,1002
2070/8/20,97.42,97.5,96.76,96.78,995
2070/8/21,96.83,97.23,96.4,97.02,828
2070/8/22,96.89,97.14,96.72,97.08,260
2070/8/23,97.35,97.39,96.84,96.92,604
2070/8/24,96.87,97.52,96.69,97.39,1080
2070/8/25,97.41,97.64,97.11,97.42,1604
2070/8/26,97.6,97.77,96.8,97.01,1881
2070/8/27,96.91,97.14,96.75,96.92,630
2070/8/28,96.83,97,96.37,96.99,1834
2070/8/29,97.03,97.09,96.41,96.49,1021
2070/8/30,96.55,96.73,96,96.4,2079
2070/8/31,96.39,96.75,96.1,96.48,320
2070/9/1,96.78,97,96.52,96.76,477
2070/9/2,96.68,96.85,96.45,96.7,1096
2070/9/3,96.5,96.57,96.26,96.31,646
2070/9/4,96.92,97.52,96.9,97.41,3002
2070/9/5,97.31,97.57,97.29,97.39,2337
2070/9/6,97.35,98.05,97.35,97.94,3069
2070/9/7,97.95,98.1,97.55,97.86,1540
2070/9/8,97.95,98.09,97.12,97.3,2460
2070/9/9,97.6,97.88,97.4,97.7,2119
2070/9/10,97.44,97.44,96.7,96.83,1818
2070/9/11,95.78,96.1,94.75,95.96,4850
2070/9/12,96,96.12,95.46,95.63,2157
2070/9/13,95.5,95.77,95,95.34,2821
2070/9/14,95.42,95.77,95.23,95.4,662
2070/9/15,95.87,96.05,95.78,96,407
2070/9/16,95.72,95.74,95.28,95.46,659
2070/9/17,95.61,95.9,95.35,95.4,561
2070/9/18,95.42,95.86,95.36,95.62,526
2070/9/19,95.35,95.35,94.74,95.13,2139
2070/9/20,95.43,95.68,95.02,95.11,1557
2070/9/21,95.17,95.93,95.15,95.7,2198
2070/9/22,95.93,96.05,95.6,95.94,1456
2070/9/23,96.1,96.39,95.9,95.97,2095
2070/9/24,96.3,96.51,96.07,96.11,1583
2070/9/25,96.05,96.19,95.87,96.07,1263
2070/9/26,96.21,96.59,96.21,96.34,3184
2070/9/27,96.28,96.73,96.15,96.65,1637
2070/9/28,96.72,97.05,96.44,96.55,2540
2070/9/29,96.5,96.68,96.3,96.67,945
2070/9/30,96.88,97.23,96.72,97.22,1960
2070/10/1,97.24,97.75,97.24,97.6,1960
2070/10/2,98.06,98.51,98.03,98.41,5078
2070/10/3,98.3,98.35,98,98.31,1317
2070/10/4,98.15,98.16,97.87,98.09,706
2070/10/5,98.12,98.44,98.12,98.34,1003
2070/10/6,98.35,99,98.3,98.85,1883
2070/10/7,99.01,99.25,99,99.2,1788
2070/10/8,99.07,99.4,99.05,99.11,4684
2070/10/9,99.05,99.05,98.45,98.78,1040
2070/10/10,98.51,98.55,97.78,97.92,2453
2070/10/11,98.01,98.58,97.92,98.54,967
2070/10/12,98.66,98.7,98.29,98.57,1849
2070/10/13,98.63,99,98.62,98.86,424
2070/10/14,98.1,98.15,97.42,98.08,4557
2070/10/15,98.15,98.48,98.1,98.23,811
2070/10/16,98.07,98.32,97.84,98.3,367
2070/10/17,98.69,98.73,98.57,98.63,335
2070/10/18,98.66,98.66,98.25,98.4,621
2070/10/19,98.45,98.46,98.23,98.23,183
2070/10/20,98.3,99.06,98.29,99.01,4430
2070/10/21,99.03,99.37,99.03,99.12,1420
2070/10/22,99.22,99.68,99.21,99.57,346
2070/10/23,99.96,101.28,99.94,101,3190
2070/10/24,101.14,101.54,100.7,101.38,3006
2070/10/25,101.21,101.25,100.52,100.55,2140
2070/10/26,101.2,101.38,100.58,101.02,1576
2070/10/27,100.43,100.93,100.04,100.9,1890
2070/10/28,100.96,101.03,100.48,100.85,1473
2070/10/29,100.88,100.88,100.28,100.66,2258
2070/10/30,100.87,100.95,100.61,100.68,886
2070/10/31,100.55,101.06,100.45,100.97,1889
2070/11/1,100.78,100.88,100.42,100.86,1889
2070/11/2,101.04,101.24,101,101.15,768
2070/11/3,100.86,100.89,100.13,100.18,2043
2070/11/4,99.65,99.82,99.33,99.63,4594
2070/11/5,99.32,99.43,98.12,98.28,6776
2070/11/6,97.85,99.29,97.85,99.14,3545
2070/11/7,99.1,99.15,98.73,99.01,442
2070/11/8,99.61,99.79,99.45,99.75,2553
2070/11/9,99.85,100.56,99.55,100.54,3757
2070/11/10,100.78,100.86,100.27,100.68,1785
2070/11/11,100.68,100.92,100.12,100.24,2406
2070/11/12,100.04,100.34,99.66,99.78,2785
2070/11/13,99.85,99.95,98.93,99.05,889
2070/11/14,99.18,99.24,98.42,98.44,1592
2070/11/15,98.9,99.5,98.58,99.47,998
2070/11/16,99.53,100,99.49,99.83,553
2070/11/17,99.67,99.73,99.36,99.45,1406
2070/11/18,99.6,100.1,99.6,99.77,1359
2070/11/19,99.75,99.75,99.44,99.56,347
2070/11/20,99.75,100.3,99.75,100.04,347
2070/11/21,99.98,100.61,99.98,100.43,2939
2070/11/22,100.43,100.46,100,100.16,2311
2070/11/23,99.87,100.3,99.8,99.95,1640
2070/11/24,100,100.4,100,100.3,1499
2070/11/25,100.48,100.48,99.06,99.3,4509
2070/11/26,99.43,99.6,99.24,99.25,1705
2070/11/27,99.21,100.34,99.21,100.29,1689
2070/11/28,100.11,100.3,99.72,99.89,571
2070/11/29,99.74,99.91,99.49,99.76,1768
2070/11/30,99.12,99.68,99.1,99.52,1775
2070/12/1,99.74,99.88,99.4,99.48,1678
2070/12/2,99.65,100.12,99.65,99.96,1655
2070/12/3,99.88,100.92,99.7,100.88,3808
2070/12/4,100.56,100.97,100.4,100.74,2490
2070/12/5,100.7,100.75,100.33,100.43,905
2070/12/6,100.34,100.64,100.34,100.41,1405
2070/12/7,100.4,100.73,100.25,100.35,958
2070/12/8,100.25,100.52,100.1,100.21,1614
2070/12/9,100.14,100.42,99.2,99.61,2344
2070/12/10,99.47,100,99.45,99.82,1544
2070/12/11,99.76,100.11,99.52,99.82,1306
2070/12/12,100.1,100.3,100.03,100.13,2133
2070/12/13,100.23,100.62,100.11,100.6,2033
2070/12/14,100.38,100.67,100.25,100.34,1741
2070/12/15,100.49,100.5,100.1,100.15,599
2070/12/16,100.15,100.34,100.15,100.22,117
2070/12/17,100.24,100.32,99.8,99.95,958
2070/12/18,100.05,100.15,99.46,99.54,3773
2070/12/19,99.79,100.21,99.67,100.14,1563
2070/12/20,100.37,101.21,100.37,101.17,2861
2070/12/21,101.35,101.5,101.13,101.37,2637
2070/12/22,101.37,101.73,101.25,101.57,2614
2070/12/23,101.75,101.75,101.38,101.69,470
2070/12/24,101.71,102,101.48,101.66,470
2070/12/25,101.45,101.5,101.27,101.35,646
2070/12/26,101.17,101.35,101.01,101.04,1456
2070/12/27,101.03,101.05,99.7,99.86,8405
2070/12/28,100.1,100.7,99.6,100.22,2649
2070/12/29,100.26,100.5,100.1,100.25,923
2070/12/30,100.24,100.3,99.1,99.3,2872
2070/12/31,99.25,99.57,99.02,99.46,1644
2071/1/1,99.68,99.85,99.36,99.73,420
2071/1/2,99.75,100.05,99.49,99.57,1414
2071/1/3,99.29,99.4,98.94,99.06,2646
2071/1/4,99.13,99.35,99.07,99.17,767
2071/1/5,99.16,99.62,99.1,99.42,821
2071/1/6,99.37,99.58,99.15,99.27,451
2071/1/7,99.58,99.65,99.05,99.22,451
2071/1/8,99.26,99.62,99.26,99.48,556
2071/1/9,99.7,99.93,99.42,99.62,3267
2071/1/10,99.39,99.66,99.2,99.59,1755
2071/1/11,99.52,99.52,98.8,99.12,2186
2071/1/12,99.36,99.36,99,99.15,283
2071/1/13,99.21,99.21,98.45,98.49,2510
2071/1/14,98.79,98.88,98.48,98.69,996
2071/1/15,98.7,98.96,98.4,98.82,549
2071/1/16,98.92,99.1,98.75,98.9,833
2071/1/17,98.8,99.32,98.8,99.19,1268
2071/1/18,99.1,99.29,98.95,99.29,307
2071/1/19,99.26,99.54,99.25,99.46,2564
2071/1/20,99.48,99.75,99.34,99.55,4770
2071/1/21,99.55,100.02,99.49,99.87,2821
2071/1/22,100,100.35,99.96,100.04,5176
2071/1/23,99.91,100.22,99.88,100.05,1051
2071/1/24,99.8,99.86,99.38,99.42,2886
2071/1/25,99.3,99.3,98.7,98.78,3075
2071/1/26,98.91,99.22,98.9,99.04,1461
2071/1/27,99.44,99.8,99.44,99.68,867
2071/1/28,99.53,100.45,99.23,100.11,3068
2071/1/29,99.97,100.52,99.95,100.22,1149
2071/1/30,100.22,100.63,100.19,100.43,792
2071/1/31,100.22,100.49,100.11,100.18,280
2071/2/1,100.27,100.33,100.07,100.16,358
2071/2/2,99.88,99.94,99.58,99.79,1677
2071/2/3,99.6,99.77,99.4,99.55,626
2071/2/4,99.83,100.25,99.8,100.17,1178
2071/2/5,100.23,100.45,100.2,100.42,4443
2071/2/6,100.3,100.5,100.15,100.35,909
2071/2/7,100.37,101.1,100.33,100.99,4146
2071/2/8,101,101.79,101,101.76,2889
2071/2/9,101.63,101.85,101.35,101.72,1572
2071/2/10,101.99,102.3,101.98,102.09,1641
2071/2/11,101.7,101.7,101.01,101.14,2194
2071/2/12,101.03,101.03,99.65,99.75,6011
2071/2/13,99.82,100.47,99.72,100.33,751
2071/2/14,100.05,100.05,99.35,99.83,1248
2071/2/15,100.52,100.65,100.21,100.28,863
2071/2/16,100.21,100.85,100.09,100.68,574
2071/2/17,100.85,101,100.65,100.98,228
2071/2/18,100.6,100.9,100.4,100.9,320
2071/2/19,100.77,101.64,100.66,101.36,975
2071/2/20,101.36,101.6,101.23,101.45,694
2071/2/21,101.07,101.18,100.62,100.98,1402
2071/2/22,100.84,101.44,100.8,101.3,750
2071/2/23,101.36,101.98,101.36,101.74,689
2071/2/24,101.7,101.7,101.19,101.55,469
2071/2/25,101.55,101.6,101.27,101.5,228
2071/2/26,101.47,101.76,101.47,101.64,253
2071/2/27,101.93,102.46,101.91,102.33,2286
2071/2/28,102.4,102.4,101.79,101.91,634
2071/3/1,101.66,101.87,101.1,101.38,2059
2071/3/2,101.25,101.35,100.96,101.32,618
2071/3/3,101.39,101.4,101.09,101.17,1566
2071/3/4,100.9,101,100.48,100.58,3241
2071/3/5,100.6,100.85,100.31,100.36,3442
2071/3/6,100.3,100.45,100.25,100.31,2390
2071/3/7,100.43,100.87,100.39,100.78,1499
2071/3/8,100.78,101.04,100.78,100.97,699
2071/3/9,101.04,101.22,100.72,100.76,1545
2071/3/10,100.6,100.65,100.23,100.57,560
2071/3/11,100.57,100.92,100.5,100.9,744
2071/3/12,100.75,100.88,99.97,100.15,4437
2071/3/13,100.16,100.62,100.06,100.35,939
2071/3/14,100.37,101.09,100.08,100.96,1131
2071/3/15,100.87,101.2,100.85,101.09,1912
2071/3/16,101.13,101.6,101.12,101.52,1328
2071/3/17,101.26,101.4,100.71,100.92,1068
2071/3/18,100.6,100.9,100.52,100.64,781
2071/3/19,100.77,101.1,100.55,100.99,338
2071/3/20,100.95,101.57,100.95,101.42,3719
2071/3/21,101.55,101.56,101.2,101.26,277
2071/3/22,101.75,101.85,101.4,101.55,1704
2071/3/23,101.35,101.8,100.95,101.79,1352
2071/3/24,101.98,102.04,101.37,101.55,1432
2071/3/25,101.7,102.54,101.57,102.35,3683
2071/3/26,102.7,102.82,101.92,102.13,1230
2071/3/27,102.15,102.4,102.02,102.35,1545
2071/3/28,102.3,102.37,101.98,102.03,1268
2071/3/29,101.7,102,101.5,101.97,1816
2071/3/30,101.8,102.37,101.73,102.15,2910
2071/3/31,102.25,102.3,101.9,101.96,445
2071/4/1,102.08,102.3,102.03,102.17,321
2071/4/2,102.24,102.68,102.24,102.56,2217
2071/4/3,102.49,102.67,101.73,101.87,5975
2071/4/4,102.1,102.1,99.92,99.94,8619
2071/4/5,100.59,100.63,99.96,100.13,1300
2071/4/6,100.1,100.1,98.45,99.09,5128
2071/4/7,99.22,99.76,99.22,99.34,851
2071/4/8,98.85,98.85,97.6,98.27,851
2071/4/9,98.48,98.88,97.91,98.14,851
2071/4/10,98.08,98.42,97.8,97.97,329
2071/4/11,98.25,99.08,97.9,98.04,3247
2071/4/12,97.4,97.52,96.04,96.46,4230
2071/4/13,96.1,96.5,95.82,96.4,2479
2071/4/14,96.92,97.06,96.52,96.57,1014
2071/4/15,96.45,96.6,96.03,96.37,285
2071/4/16,96.72,97.13,96.44,96.52,1324
2071/4/17,96.32,96.54,95.75,96.44,555
2071/4/18,96.45,96.7,96.21,96.52,262
2071/4/19,96.3,96.8,95.76,96.73,262
2071/4/20,96.87,97.07,96.34,96.44,368
2071/4/21,96.6,97.15,96.2,96.22,1632
2071/4/22,96.58,96.65,95.76,96.1,1809
2071/4/23,95.95,96.39,95.31,96.29,717
2071/4/24,96.41,96.63,96,96.04,2436
2071/4/25,95.85,96.1,95.68,95.74,512
2071/4/26,95.98,96.37,95.9,96.02,362
2071/4/27,96.05,96.05,95.04,95.22,1421
2071/4/28,95.35,95.4,94.45,95.37,827
2071/4/29,94.9,95.34,94.69,94.9,291
2071/4/30,94.48,95.21,94.26,94.5,1560
2071/5/1,93.99,94.2,91.8,92.34,2071
2071/5/2,92.39,93.65,90.74,93.35,1624
2071/5/3,92.89,93.61,92.36,93.1,368
2071/5/4,93.65,93.75,92.94,92.97,1422
2071/5/5,93.58,93.62,93.22,93.37,551
2071/5/6,92.99,93.21,92.53,92.9,645
2071/5/7,92.21,92.55,91.58,92.17,2214
2071/5/8,92,92.74,91.9,92.6,172
2071/5/9,92.85,93.45,92.8,92.94,1342
2071/5/10,92.88,93.68,92.83,93.52,1447
2071/5/11,93.67,93.9,93.1,93.13,1567
2071/5/12,93.4,93.45,92.86,93.1,1261
2071/5/13,93.72,94.58,93.45,94.43,1920
2071/5/14,94.22,94.45,93.75,93.83,1542
2071/5/15,93.8,94.06,93.5,93.92,1633
2071/5/16,93.54,93.87,93.24,93.8,450
2071/5/17,93.62,94,93.53,93.62,538
2071/5/18,93.42,93.58,93.22,93.5,1183
2071/5/19,93.78,94,93.64,93.84,1357
2071/5/20,93.96,94.38,93.96,94.01,349
2071/5/21,94.24,94.26,93.73,93.93,414
2071/5/22,94.13,94.88,93.98,94.84,3187
2071/5/23,94.79,95.88,94.79,95.58,1029
2071/5/24,95.72,95.9,95.42,95.67,226
2071/5/25,95.8,96.4,95.56,95.57,1637
2071/5/26,95.61,96,95.54,95.67,1176
2071/5/27,95.15,95.15,94.54,94.74,1310
2071/5/28,94.7,95.15,94.47,94.93,518
2071/5/29,95,95.32,94.68,95.26,497
2071/5/30,95.08,95.58,94.85,95.54,1911
2071/5/31,95.69,95.87,95.57,95.84,1372
2071/6/1,96.55,96.65,96.1,96.26,1085
2071/6/2,96.5,96.52,96.18,96.39,638
2071/6/3,96.2,96.54,96.14,96.35,638
2071/6/4,96.43,96.44,95.88,96.18,12797
2071/6/5,96,96,95.29,95.58,1509
2071/6/6,95.23,95.38,94.66,94.77,673
2071/6/7,95.07,95.07,94.6,94.7,934
